BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0492699,BROWNSVILLE PUBLIC UTILITIES,12/29/2016,1/30/2017,UTILITIES,548.41,2017,BROWNSVILLE PUBLIC UTILITIES
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0492700,TIME WARNER CABLE,2/5/2017,3/4/2017,UTILITIES,435.02,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/6/2017,AP,E0492708,TIME WARNER CABLE,2/20/2017,3/19/2017,UTILITIES,458.38,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/8/2017,AP,E0495479,TIME WARNER CABLE,1/20/2017,2/19/2017,UTILITIES,457.03,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/14/2017,AP,E0495354,TIME WARNER CABLE,3/5/2017,4/4/2017,UTILITIES,412.24,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0499551,TIME WARNER CABLE,3/20/2017,4/19/2017,UTILITIES,456.83,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/30/2017,AP,E0502499,TIME WARNER CABLE,3/5/2017,4/4/2017,UTILITIES,327.06,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/30/2017,AP,E0502503,TIME WARNER CABLE,2/28/2017,3/27/2017,UTILITIES,363.15,2017,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,E0479008,TIME WARNER CABLE,11/5/2016,12/4/2016,UTILITIES,441.34,2016,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0478831,TIME WARNER CABLE,11/5/2016,12/4/2016,UTILITIES,327.76,2016,TIME WARNER CABLE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,901848,BROWNSVILLE PUBLIC UTILITIES,11/30/2016,12/28/2016,UTILITIES,511.7,2016,BROWNSVILLE PUBLIC UTILITIES
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/6/2017,AP,E0484393,NATIONAL GRID,12/29/2016,1/30/2017,UTILITIES,118.77,2017,NATIONAL GRID
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/6/2017,AP,E0484394,CON EDISON,12/5/2016,1/4/2017,UTILITIES,310.15,2017,CON EDISON
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0487396,16 COURT STREET OWNER LLC,12/7/2016,1/6/2017,UTILITIES,207.62,2017,16 COURT STREET OWNER LLC
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/15/2017,AP,E0495799,NATIONAL GRID,1/30/2017,2/28/2017,UTILITIES,117.27,2017,NATIONAL GRID
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/15/2017,AP,E0495889,CON EDISON,1/4/2017,2/3/2017,UTILITIES,104.17,2017,CON EDISON
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/16/2017,AP,E0496729,16 COURT STREET OWNER LLC,1/6/2017,2/7/2017,UTILITIES,253.34,2017,16 COURT STREET OWNER LLC
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/16/2017,AP,E0496765,CON EDISON,2/3/2017,3/7/2017,UTILITIES,325.37,2017,CON EDISON
V000081,HON. NYDIA M. VELAZQUEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/3/2017,AP,E0471898,16 COURT STREET OWNER LLC,10/5/2016,11/3/2016,UTILITIES,172.17,2016,16 COURT STREET OWNER LLC
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0484707,COMCAST,1/19/2017,2/18/2017,UTILITIES,117.43,2017,COMCAST
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/13/2017,AP,E0484734,NIPSCO,12/14/2016,1/16/2017,UTILITIES,168.09,2017,NIPSCO
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0495845,NIPSCO,1/16/2017,2/14/2017,UTILITIES,174.66,2017,NIPSCO
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,E0472657,NIPSCO,11/15/2016,12/14/2016,UTILITIES,164.13,2016,NIPSCO
W000812,HON. ANN WAGNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0477609,CHARTER COMMUNICATIONS,1/3/2017,1/23/2017,UTILITIES,108.57,2017,CHARTER COMMUNICATIONS
W000812,HON. ANN WAGNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0482119,CHARTER COMMUNICATIONS,1/24/2017,2/23/2017,UTILITIES,162.86,2017,CHARTER COMMUNICATIONS
W000812,HON. ANN WAGNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0490914,O'CONNOR MARY M.,1/24/2017,2/23/2017,UTILITIES,108.57,2017,O'CONNOR MARY M.
W000798,HON. TIM WALBERG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0476780,COMCAST,12/28/2016,1/27/2017,UTILITIES,145.68,2017,COMCAST
W000798,HON. TIM WALBERG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0484269,COMCAST,1/28/2017,2/27/2017,UTILITIES,199.61,2017,COMCAST
W000798,HON. TIM WALBERG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/15/2017,AP,E0495714,COMCAST,2/28/2017,3/27/2017,UTILITIES,739.24,2017,COMCAST
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0477529,CHARTER COMMUNICATIONS,12/28/2016,12/27/2017,UTILITIES,1187.33,2017,CHARTER COMMUNICATIONS
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/24/2017,AP,E0478226,BENDBROADBAND,12/10/2016,1/9/2017,UTILITIES,213.66,2017,BENDBROADBAND
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0479788,CHARTER COMMUNICATIONS,1/14/2017,1/13/2018,UTILITIES,975.06,2018,CHARTER COMMUNICATIONS
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0482174,BENDBROADBAND,1/10/2017,2/9/2017,UTILITIES,223.03,2017,BENDBROADBAND
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/13/2017,AP,E0482175,MACDONALD BRIAN C.,1/2/2017,2/1/2017,UTILITIES,115,2017,MACDONALD BRIAN C.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/21/2017,AP,E0488309,EASTERN OREGON NET INC,2/2/2017,5/1/2017,UTILITIES,503.47,2017,EASTERN OREGON NET INC
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/24/2017,AP,E0488306,BENDBROADBAND,2/10/2017,3/9/2017,UTILITIES,223.93,2017,BENDBROADBAND
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/10/2017,AP,E0473406,MACDONALD BRIAN C.,12/2/2016,1/2/2017,UTILITIES,154.95,2017,MACDONALD BRIAN C.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/5/2017,AP,E0482190,MACDONALD BRIAN C.,8/3/2016,9/2/2016,UTILITIES,115,2016,MACDONALD BRIAN C.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,896370,TIME WARNER CABLE,12/19/2016,1/18/2017,UTILITIES,390.31,2017,TIME WARNER CABLE
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,897155,TIME WARNER CABLE,1/6/2017,2/5/2017,UTILITIES,309.12,2017,TIME WARNER CABLE
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,898461,TIME WARNER CABLE,1/6/2017,2/18/2017,UTILITIES,418.96,2017,TIME WARNER CABLE
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/24/2017,AP,901631,TIME WARNER CABLE,2/6/2017,3/5/2017,UTILITIES,308.36,2017,TIME WARNER CABLE
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/24/2017,AP,901881,PIEDMONT NATURAL GAS,12/15/2016,1/17/2017,UTILITIES,125.68,2017,PIEDMONT NATURAL GAS
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,902670,TIME WARNER CABLE,2/19/2017,3/18/2017,UTILITIES,409.91,2017,TIME WARNER CABLE
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,907538,TIME WARNER CABLE,3/6/2017,4/5/2017,UTILITIES,308.36,2017,TIME WARNER CABLE
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,908000,READY TELECOM INC,2/2/2017,3/2/2017,UTILITIES,169.99,2017,READY TELECOM INC
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,908061,TIME WARNER CABLE,3/19/2017,4/18/2017,UTILITIES,409.91,2017,TIME WARNER CABLE
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,896788,DUKE ENERGY CORPORATION,11/23/2016,12/27/2016,UTILITIES,213.41,2016,DUKE ENERGY CORPORATION
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-TWC TIME WARNER CABLE,11/29/2016,12/28/2016,UTILITIES,390.31,2016,CITI PCARD-TWC TIME WARNER CABLE
W000813,HON. JACKIE WALORSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0477393,COMCAST,12/31/2016,1/30/2017,UTILITIES,294.05,2017,COMCAST
W000813,HON. JACKIE WALORSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0485504,COMCAST,1/31/2017,2/28/2017,UTILITIES,293.85,2017,COMCAST
W000813,HON. JACKIE WALORSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/17/2017,AP,E0495753,COMCAST,3/1/2017,3/30/2017,UTILITIES,293.85,2017,COMCAST
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/14/2017,AP,E0475657,CHARTER COMMUNICATIONS,12/27/2016,1/26/2017,UTILITIES,678.25,2017,CHARTER COMMUNICATIONS
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/14/2017,AP,E0475725,CHARTER COMMUNICATIONS,12/10/2016,1/9/2017,UTILITIES,226.24,2017,CHARTER COMMUNICATIONS
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0479240,CHARTER COMMUNICATIONS,1/10/2017,2/9/2017,UTILITIES,229.03,2017,CHARTER COMMUNICATIONS
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0483107,CHARTER COMMUNICATIONS,1/27/2017,2/26/2017,UTILITIES,701.55,2017,CHARTER COMMUNICATIONS
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0483150,XCEL ENERGY,12/13/2016,1/16/2017,UTILITIES,133.45,2017,XCEL ENERGY
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0488962,CHARTER COMMUNICATIONS,2/10/2017,3/9/2017,UTILITIES,229.23,2017,CHARTER COMMUNICATIONS
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0492473,CITY OF MANKATO,1/9/2017,2/9/2017,UTILITIES,118.39,2017,CITY OF MANKATO
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0492476,XCEL ENERGY,1/16/2017,2/14/2017,UTILITIES,135.07,2017,XCEL ENERGY
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/11/2017,AP,E0494016,CHARTER COMMUNICATIONS,2/27/2017,3/26/2017,UTILITIES,734.96,2017,CHARTER COMMUNICATIONS
W000799,HON. TIMOTHY J. WALZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/6/2017,AP,E0472307,XCEL ENERGY,11/10/2016,12/13/2016,UTILITIES,122.09,2016,XCEL ENERGY
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/27/2017,AP,E0488943,COMCAST,2/1/2017,2/28/2017,UTILITIES,331.39,2017,COMCAST
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0496683,COMCAST,3/1/2017,3/31/2017,UTILITIES,214.71,2017,COMCAST
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST BROWARD,11/29/2016,12/28/2016,UTILITIES,125.5,2016,CITI PCARD-COMCAST BROWARD
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0473783,TIME WARNER CABLE,12/16/2016,1/15/2017,UTILITIES,288.01,2017,TIME WARNER CABLE
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/17/2017,AP,E0479175,TIME WARNER CABLE,1/16/2017,2/15/2017,UTILITIES,288.01,2017,TIME WARNER CABLE
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0498978,TIME WARNER CABLE,2/16/2017,3/15/2017,UTILITIES,288.01,2017,TIME WARNER CABLE
W000187,HON. MAXINE WATERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0498979,TIME WARNER CABLE,3/16/2017,4/15/2017,UTILITIES,288.01,2017,TIME WARNER CABLE
W000822,HON. BONNIE WATSON COLEMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,AP,E0481365,COMCAST,1/14/2017,2/13/2017,UTILITIES,131.96,2017,COMCAST
W000822,HON. BONNIE WATSON COLEMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0491949,COMCAST,2/14/2017,3/13/2017,UTILITIES,131.96,2017,COMCAST
W000822,HON. BONNIE WATSON COLEMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/20/2017,AP,E0497323,PSEG CO,2/1/2017,3/3/2017,UTILITIES,160.89,2017,PSEG CO
W000822,HON. BONNIE WATSON COLEMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/27/2017,AP,E0498737,COMCAST,3/14/2017,4/13/2017,UTILITIES,131.96,2017,COMCAST
W000822,HON. BONNIE WATSON COLEMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/3/2017,AP,E0472947,COMCAST,12/14/2016,1/13/2017,UTILITIES,127.8,2017,COMCAST
W000822,HON. BONNIE WATSON COLEMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,E0479488,PSEG CO,12/3/2016,1/2/2017,UTILITIES,151.79,2017,PSEG CO
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0475622,TIME WARNER CABLE,12/24/2016,1/23/2017,UTILITIES,740.48,2017,TIME WARNER CABLE
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/24/2017,AP,E0481855,COMCAST,12/15/2016,1/14/2017,UTILITIES,347.51,2017,COMCAST
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0484462,COMCAST,1/15/2017,2/14/2017,UTILITIES,357.06,2017,COMCAST
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0484465,COMCAST,12/15/2016,1/14/2017,UTILITIES,357.06,2017,COMCAST
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0485302,FRONTIER COMMUNICATIONS,12/20/2016,1/19/2017,UTILITIES,453.67,2017,FRONTIER COMMUNICATIONS
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0484445,TIME WARNER CABLE,1/24/2017,2/23/2017,UTILITIES,739.66,2017,TIME WARNER CABLE
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/6/2017,AP,E0493390,COMCAST,2/15/2017,3/14/2017,UTILITIES,357.06,2017,COMCAST
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0497585,FRONTIER COMMUNICATIONS,1/20/2017,2/19/2017,UTILITIES,453.35,2017,FRONTIER COMMUNICATIONS
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0497608,TIME WARNER CABLE,2/24/2017,3/23/2017,UTILITIES,739.66,2017,TIME WARNER CABLE
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/31/2017,AP,E0501104,COMCAST,3/15/2017,4/14/2017,UTILITIES,357.06,2017,COMCAST
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0475624,FRONTIER COMMUNICATIONS,11/20/2016,12/19/2016,UTILITIES,446.69,2016,FRONTIER COMMUNICATIONS
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0483380,BURLINGTON ELECTRIC DEPT,12/13/2016,1/13/2017,UTILITIES,207.04,2017,BURLINGTON ELECTRIC DEPT
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/13/2017,AP,E0494804,BURLINGTON ELECTRIC DEPT,1/13/2017,2/13/2017,UTILITIES,231.93,2017,BURLINGTON ELECTRIC DEPT
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/3/2017,AP,E0473081,BURLINGTON ELECTRIC DEPT,11/13/2016,12/13/2016,UTILITIES,189.47,2016,BURLINGTON ELECTRIC DEPT
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0489085,TIME WARNER CABLE,2/1/2017,2/28/2017,UTILITIES,208.71,2017,TIME WARNER CABLE
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/31/2017,AP,E0499092,TIME WARNER CABLE,3/1/2017,3/31/2017,UTILITIES,208.59,2017,TIME WARNER CABLE
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/8/2017,AP,E0473443,TIME WARNER CABLE,12/1/2016,12/31/2016,UTILITIES,208.81,2016,TIME WARNER CABLE
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/10/2017,AP,E0476452,CENTURY LINK,12/18/2016,1/17/2017,UTILITIES,180.42,2017,CENTURY LINK
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0483607,CENTURY LINK,1/18/2017,2/17/2017,UTILITIES,166.26,2017,CENTURY LINK
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/6/2017,AP,E0492671,CENTURYLINK,2/18/2017,3/17/2017,UTILITIES,166.26,2017,CENTURYLINK
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/6/2017,AP,E0476442,CENTURY LINK,10/18/2016,11/17/2016,UTILITIES,166.42,2016,CENTURY LINK
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/6/2017,AP,E0472972,COWETA-FAYETTE EMC,11/6/2016,12/6/2016,UTILITIES,177.42,2016,COWETA-FAYETTE EMC
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0474803,GEORGIA NATURAL GAS,11/15/2016,12/15/2016,UTILITIES,225.27,2016,GEORGIA NATURAL GAS
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,E0478028,GEORGIA NATURAL GAS,12/15/2016,12/30/2016,UTILITIES,149.48,2016,GEORGIA NATURAL GAS
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,E0478029,COWETA-FAYETTE EMC,12/6/2016,1/2/2017,UTILITIES,312.46,2017,COWETA-FAYETTE EMC
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/3/2017,AP,E0483260,NULINK,12/14/2016,1/2/2017,UTILITIES,263.02,2017,NULINK
W000413,HON. ED WHITFIELD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/13/2017,AP,897316,HOPKINSVILLE WATER ENVIRONMENT,11/21/2016,12/21/2016,UTILITIES,673.13,2016,HOPKINSVILLE WATER ENVIRONMENT
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0475487,TIME WARNER CABLE,12/6/2016,1/5/2017,UTILITIES,122.72,2017,TIME WARNER CABLE
